0BQ2011,0BQ2011,,0B,20110831
0BU2011,0BU2011,,0B,20110930
0BV2011,0BV2011,,0B,20111031
0BX2011,0BX2011,,0B,20111130
0BZ2011,0BZ2011,,0B,20111230
0BM2012,0BM2012,,0B,20120629
0BN2012,0BN2012,,0B,20120731
0BQ2012,0BQ2012,,0B,20120831
0BU2012,0BU2012,,0B,20120928
0BF2013,0BF2013,,0B,20130207
0BG2013,0BG2013,,0B,20130307
0BH2013,0BH2013,,0B,20130405
0BJ2013,0BJ2013,,0B,20130507
0BK2013,0BK2013,,0B,20130607
0BM2013,0BM2013,,0B,20130708
0BN2013,0BN2013,,0B,20130807
0BQ2013,0BQ2013,,0B,20130909
0BU2013,0BU2013,,0B,20131007
0BV2013,0BV2013,,0B,20131107
0BX2013,0BX2013,,0B,20131130
0BF2014,0BF2014,,0B,20131231
0BG2014,0BG2014,,0B,20140131
0BH2014,0BH2014,,0B,20140228
0BJ2014,0BJ2014,,0B,20140501
0BM2014,0BM2014,,0B,20140530
0BN2014,0BN2014,,0B,20140630
0BQ2014,0BQ2014,,0B,20140731
0BU2014,0BU2014,,0B,20140829
0BV2014,0BV2014,,0B,20140930
0BX2014,0BX2014,,0B,20141031
0BZ2014,0BZ2014,,0B,20141128
0BF2015,0BF2015,,0B,20141231
0BG2015,0BG2015,,0B,20150130
0BH2015,0BH2015,,0B,20150227
0BJ2015,0BJ2015,,0B,20150331
0BK2015,0BK2015,,0B,20150430
0BM2015,0BM2015,,0B,20150529
0BN2015,0BN2015,,0B,20150630
0BQ2015,0BQ2015,,0B,20150731
0BU2015,0BU2015,,0B,20150831
0BV2015,0BV2015,,0B,20150930
0BX2015,0BX2015,,0B,20151030
0BZ2015,0BZ2015,,0B,20151130
0BF2016,0BF2016,,0B,20151231
0BG2016,0BG2016,,0B,20160129
0BH2016,0BH2016,,0B,20160229
0BJ2016,0BJ2016,,0B,20160331
0BK2016,0BK2016,,0B,20160429
0BM2016,0BM2016,,0B,20160531
0BN2016,0BN2016,,0B,20160630
0BQ2016,0BQ2016,,0B,20160729
0BU2016,0BU2016,,0B,20161001
0BV2016,0BV2016,,0B,20161101
0BZ2016,0BZ2016,,0B,20161231
0BG2017,0BG2017,,0B,20170131
0BH2017,0BH2017,,0B,20170228
0BJ2017,0BJ2017,,0B,20170331
0BK2017,0BK2017,,0B,20170428
0BM2017,0BM2017,,0B,20170531
0BN2017,0BN2017,,0B,20170630
0BQ2017,0BQ2017,,0B,20170731
0BU2017,0BU2017,,0B,20170831
0BV2017,0BV2017,,0B,20170929
0BX2017,0BX2017,,0B,20171031
0BZ2017,0BZ2017,,0B,20171130
0BF2018,0BF2018,,0B,20171229
0BG2018,0BG2018,,0B,20180131
0BH2018,0BH2018,,0B,20180228
0BJ2018,0BJ2018,,0B,20180329
0BK2018,0BK2018,,0B,20180430
0BM2018,0BM2018,,0B,20180630
0BN2018,0BN2018,,0B,20180801
0BQ2018,0BQ2018,,0B,20180901
0BU2018,0BU2018,,0B,20180929
0BV2018,0BV2018,,0B,20181101
0BX2018,0BX2018,,0B,20181201
0BZ2018,0BZ2018,,0B,20190101
0BF2019,0BF2019,,0B,20190201
0BG2019,0BG2019,,0B,20190228
0BH2019,0BH2019,,0B,20190329
0BJ2019,0BJ2019,,0B,20190430
0BK2019,0BK2019,,0B,20190531
0BM2019,0BM2019,,0B,20190628
0BN2019,0BN2019,,0B,20190731
0BQ2019,0BQ2019,,0B,20190830
0BU2019,0BU2019,,0B,20190930
0BV2019,0BV2019,,0B,20191031
0BX2019,0BX2019,,0B,20191129
0BZ2019,0BZ2019,,0B,20191231
0BF2020,0BF2020,,0B,20200131
0BG2020,0BG2020,,0B,20200228
0BH2020,0BH2020,,0B,20200331
0BJ2020,0BJ2020,,0B,20200430
0BK2020,0BK2020,,0B,20200529
0BM2020,0BM2020,,0B,20200630
0BN2020,0BN2020,,0B,20200731
0BQ2020,0BQ2020,,0B,20200828
0BU2020,0BU2020,,0B,20200930
0BV2020,0BV2020,,0B,20201030
0BX2020,0BX2020,,0B,20201130
0BZ2020,0BZ2020,,0B,20201231
0BF2021,0BF2021,,0B,20210201
0BG2021,0BG2021,,0B,20210301
0BH2021,0BH2021,,0B,20210401
0BJ2021,0BJ2021,,0B,20210503
0BK2021,0BK2021,,0B,20210601
0BM2021,0BM2021,,0B,20210701
0BN2021,0BN2021,,0B,20210802
0BQ2021,0BQ2021,,0B,20210901
0BU2021,0BU2021,,0B,20211001
0BV2021,0BV2021,,0B,20211101
0BX2021,0BX2021,,0B,20211201
0BZ2021,0BZ2021,,0B,20220103
0BF2022,0BF2022,,0B,20220201
0BG2022,0BG2022,,0B,20220301
0BH2022,0BH2022,,0B,20220401
0BJ2022,0BJ2022,,0B,20220502
0BK2022,0BK2022,,0B,20220601
0BM2022,0BM2022,,0B,20220701
0BN2022,0BN2022,,0B,20220801
0BQ2022,0BQ2022,,0B,20220901
0BU2022,0BU2022,,0B,20221003
0BV2022,0BV2022,,0B,20221101
0BX2022,0BX2022,,0B,20221201
0BZ2022,0BZ2022,,0B,20230103
0BF2023,0BF2023,,0B,20230201
0BG2023,0BG2023,,0B,20230301
0BH2023,0BH2023,,0B,20230403
0BJ2023,0BJ2023,,0B,20230501
0BK2023,0BK2023,,0B,20230601
0BM2023,0BM2023,,0B,20230703
0BN2023,0BN2023,,0B,20230801
0BQ2023,0BQ2023,,0B,20230901
0BU2023,0BU2023,,0B,20231002
0BV2023,0BV2023,,0B,20231101
0BX2023,0BX2023,,0B,20231201
0BZ2023,0BZ2023,,0B,20240102
0BF2024,0BF2024,,0B,20240201
0BG2024,0BG2024,,0B,20240301
0BH2024,0BH2024,,0B,20240401
0BJ2024,0BJ2024,,0B,20240501
0BK2024,0BK2024,,0B,20240603
0BM2024,0BM2024,,0B,20240701
0BN2024,0BN2024,,0B,20240801
0BQ2024,0BQ2024,,0B,20240903
0BU2024,0BU2024,,0B,20241001
0BV2024,0BV2024,,0B,20241101
0BX2024,0BX2024,,0B,20241202
0BZ2024,0BZ2024,,0B,20250102
0BF2025,0BF2025,,0B,20250203
0BG2025,0BG2025,,0B,20250303
0BH2025,0BH2025,,0B,20250401
0BJ2025,0BJ2025,,0B,20250501
0BK2025,0BK2025,,0B,20250602
0BM2025,0BM2025,,0B,20250701
0BN2025,0BN2025,,0B,20250801
0BQ2025,0BQ2025,,0B,20250902
0BU2025,0BU2025,,0B,20251001
0BV2025,0BV2025,,0B,20251103
0BX2025,0BX2025,,0B,20251201
0BZ2025,0BZ2025,,0B,20260102
0BF2028,0BF2028,,0B,20280201
0BG2028,0BG2028,,0B,20280301
0BH2028,0BH2028,,0B,20280403
0BJ2028,0BJ2028,,0B,20280501
0BK2028,0BK2028,,0B,20280601
0BM2028,0BM2028,,0B,20280703
0BN2028,0BN2028,,0B,20280801
0BQ2028,0BQ2028,,0B,20280901
0BU2028,0BU2028,,0B,20281002
0BV2028,0BV2028,,0B,20281101
0BX2028,0BX2028,,0B,20281201
0BZ2028,0BZ2028,,0B,20290102
1CEJ2016,1CEJ2016,,1CE,20160331
1CEK2016,1CEK2016,,1CE,20160430
1CEM2016,1CEM2016,,1CE,20160531
1CEN2016,1CEN2016,,1CE,20160630
1CEQ2016,1CEQ2016,,1CE,20160731
1CEU2016,1CEU2016,,1CE,20160830
