rts-ticker,isin
BEAR-CARBON-EMISSION-X10-AVA-16,GB00BL06D501
BEAR-CARBON-EMISSION-X10-AVA-18,GB00BNTQ2H05
BEAR-CARBON-EMISSION-X10-AVA-19,GB00BNTRPC93
BEAR-CARBON-EMISSION-X10-AVA-21,GB00BNTSH931
BEAR-CARBON-EMISSION-X10-AVA-22,GB00BNTSM436
BEAR-CARBON-EMISSION-X10-AVA-23,GB00BNTTNQ55
BEAR-CARBON-EMISSION-X10-AVA-24,GB00BNTVD058
BEAR-CARBON-EMISSION-X10-AVA-25,GB00BNV1FN02
BEAR-CARBON-EMISSION-X10-AVA-26,GB00BNV2T312
BEAR-CARBON-EMISSION-X10-AVA-27,GB00BNV3LX83
BEAR-LUNDINENERGY-X4S-NORDNET-1,SE0014440848
BEAR-LUNDINENERGY-X5S-NORDNET-1,SE0014440830
BEAR-RUSSELL2000-X10-NORDNET-F1,SE0017608326
BEAR-RUSSELL2000-X12-NORDNET-F1,SE0017608334
BEAR-RUSSELL2000-X12-NORDNET-F2,SE0018208407
BEAR-RUSSELL2000-X12-NORDNET-F3,SE0018584153
BEAR-RUSSELL2000-X15-NORDNET-D1,DK0061787827
BEAR-RUSSELL2000-X15-NORDNET-F1,SE0017608342
BEAR-RUSSELL2000-X15-NORDNET-F2,SE0018208431
BEAR-RUSSELL2000-X15-NORDNET-F3,SE0018584146
BEAR-RUSSELL2000-X18-NORDNET-D1,DK0061788049
BEAR-RUSSELL2000-X18-NORDNET-F1,SE0017608359
BEAR-RUSSELL2000-X18-NORDNET-F2,SE0018208423
BEAR-RUSSELL2000-X18-NORDNET-F3,SE0018584161
BEAR-RUSSELL2000-X20-NORDNET-D1,DK0061787900
BEAR-RUSSELL2000-X20-NORDNET-F1,SE0017608367
BEAR-RUSSELL2000-X20-NORDNET-F2,SE0018208415
BEAR-RUSSELL2000-X20-NORDNET-F3,SE0018584138
BULL-CARBON-EMISSION-X10-AVA-11,GB00BL004H11
BULL-CARBON-EMISSION-X10-AVA-12,GB00BL044G22
BULL-CARBON-EMISSION-X10-AVA-13,GB00BL073867
BULL-CARBON-EMISSION-X10-AVA-14,GB00BL07GZ47
BULL-CARBON-EMISSION-X10-AVA-15,GB00BNTTWN57
BULL-CARBON-EMISSION-X10-AVA-16,GB00BNV1G261
BULL-CARBON-EMISSION-X10-AVA-17,GB00BNV2BP78
BULL-CARBON-EMISSION-X10-AVA-18,GB00BNV3RZ28
BULL-CARBON-EMISSION-X10-AVA-19,GB00BNV48857
BULL-GREEN-LANDSCAPING-X2-AVA-1,GB00BNV1MC89
BULL-HYDROGEN-N-AMERICA-X1-AVA-1,GB00BL028W06
